case,phase,elapsed_s,sim_frame,target_mps,speed_mps,throttle,brake,gear,reverse,manual_gear_shift,speed_error_mps,throttle_ff
accel_0_to_0.5,accel,0.86,1797138,0.5,6.666099308603569e-06,1.0,0.0,0,0,0,0.49999365469414636,0.515
accel_0_to_0.5,accel,0.88,1797139,0.5,6.57395401096266e-06,1.0,0.0,0,0,0,0.4999933339006914,0.515
accel_0_to_0.5,accel,0.9,1797140,0.5,6.3171583206857924e-06,1.0,0.0,0,0,0,0.49999342604598906,0.515
accel_0_to_0.5,accel,0.92,1797141,0.5,5.317812807776523e-06,1.0,0.0,0,0,0,0.49999368284167933,0.515
accel_0_to_0.5,accel,0.9400000000000001,1797142,0.5,4.6817336996372576e-06,1.0,0.0,0,0,0,0.49999468218719223,0.515
accel_0_to_0.5,accel,0.96,1797143,0.5,4.166377839538471e-06,1.0,0.0,0,0,0,0.49999531826630034,0.515
accel_0_to_0.5,accel,0.98,1797144,0.5,3.660922714665482e-06,1.0,0.0,0,0,0,0.49999583362216043,0.515
accel_0_to_0.5,accel,1.0,1797145,0.5,3.2280270794866377e-06,1.0,0.0,0,0,0,0.49999633907728536,0.515
accel_0_to_0.5,accel,1.02,1797146,0.5,2.8315784595630648e-06,1.0,0.0,0,0,0,0.49999677197292053,0.515
accel_0_to_0.5,accel,1.04,1797147,0.5,2.480578119757894e-06,1.0,0.0,0,0,0,0.49999716842154046,0.515
accel_0_to_0.5,accel,1.06,1797148,0.5,2.1756952434589885e-06,1.0,0.0,0,0,0,0.49999751942188025,0.515
accel_0_to_0.5,accel,1.08,1797149,0.5,1.8650212791510795e-06,1.0,0.0,0,0,0,0.49999782430475653,0.515
accel_0_to_0.5,accel,1.1,1797150,0.5,1.6590397395095373e-06,1.0,0.0,0,0,0,0.49999813497872087,0.515
accel_0_to_0.5,accel,1.12,1797151,0.5,1.4300251871071133e-06,1.0,0.0,0,0,0,0.49999834096026047,0.515
accel_0_to_0.5,accel,1.1400000000000001,1797152,0.5,1.2369033777037275e-06,1.0,0.0,0,0,0,0.4999985699748129,0.515
accel_0_to_0.5,accel,1.16,1797153,0.5,1.0832115119939256e-06,1.0,0.0,0,0,0,0.4999987630966223,0.515
accel_0_to_0.5,accel,1.18,1797154,0.5,9.416307982480008e-07,1.0,0.0,0,0,0,0.499998916788488,0.515
accel_0_to_0.5,accel,1.2,1797155,0.5,8.266216479308794e-07,1.0,0.0,0,0,0,0.4999990583692018,0.515
accel_0_to_0.5,accel,1.22,1797156,0.5,2.669672012518817e-07,1.0,0.0,0,0,0,0.4999991733783521,0.515
accel_0_to_0.5,accel,1.24,1797157,0.5,3.661310684520303e-07,1.0,0.0,0,0,0,0.49999973303279877,0.515
accel_0_to_0.5,accel,1.26,1797158,0.5,4.2035648193333426e-07,1.0,0.0,0,0,0,0.49999963386893154,0.515
accel_0_to_0.5,accel,1.28,1797159,0.5,4.228398394701383e-07,1.0,0.0,0,0,0,0.49999957964351804,0.515
accel_0_to_0.5,accel,1.3,1797160,0.5,4.306405797758701e-07,1.0,0.0,0,0,0,0.4999995771601605,0.515
accel_0_to_0.5,accel,1.32,1797161,0.5,3.9683912613163644e-07,1.0,0.0,0,0,0,0.49999956935942025,0.515
accel_0_to_0.5,accel,1.34,1797162,0.5,3.504046555145324e-07,1.0,0.0,0,0,0,0.4999996031608739,0.515
accel_0_to_0.5,accel,1.36,1797163,0.5,3.2142536448089555e-07,1.0,0.0,0,0,0,0.4999996495953445,0.515
accel_0_to_0.5,accel,1.3800000000000001,1797164,0.5,2.917458188499576e-07,1.0,0.0,0,0,0,0.4999996785746355,0.515
accel_0_to_0.5,accel,1.4000000000000001,1797165,0.5,2.508135631415435e-07,1.0,0.0,0,0,0,0.49999970825418116,0.515
accel_0_to_0.5,accel,1.42,1797166,0.5,2.1888737134316837e-07,1.0,0.0,0,0,0,0.49999974918643686,0.515
accel_0_to_0.5,accel,1.44,1797167,0.5,1.8397707312072745e-07,1.0,0.0,0,0,0,0.49999978111262866,0.515
accel_0_to_0.5,accel,1.46,1797168,0.5,1.7493530583311185e-07,1.0,0.0,0,0,0,0.49999981602292687,0.515
accel_0_to_0.5,accel,1.48,1797169,0.5,0.024127469969267408,1.0,0.0,0,0,0,0.49999982506469415,0.515
accel_0_to_0.5,accel,1.5,1797170,0.5,0.0713652076221656,1.0,0.0,1,0,0,0.4758725300307326,0.515
accel_0_to_0.5,accel,1.52,1797171,0.5,0.11466220712707494,1.0,0.0,1,0,0,0.4286347923778344,0.515
accel_0_to_0.5,accel,1.54,1797172,0.5,0.1531000751597114,0.9745371341705322,0.0,1,0,0,0.3853377928729251,0.515
accel_0_to_0.5,accel,1.56,1797173,0.5,0.1868551281038261,0.9418649077415466,0.0,1,0,0,0.3468999248402886,0.515
accel_0_to_0.5,accel,1.58,1797174,0.5,0.21649473034042693,0.9131731390953064,0.0,1,0,0,0.3131448718961739,0.515
accel_0_to_0.5,accel,1.6,1797175,0.5,0.242483690608211,0.8879795074462891,0.0,1,0,0,0.28350526965957307,0.515
accel_0_to_0.5,accel,1.62,1797176,0.5,0.2652356175409806,0.8658888339996338,0.0,1,0,0,0.257516309391789,0.515
accel_0_to_0.5,accel,1.6400000000000001,1797177,0.5,0.2851701518847628,0.8465497493743896,0.0,1,0,0,0.23476438245901943,0.515
accel_0_to_0.5,accel,1.6600000000000001,1797178,0.5,0.30267336504918985,0.8296054005622864,0.0,1,0,0,0.2148298481152372,0.515
accel_0_to_0.5,accel,1.68,1797179,0.5,0.3180873639905552,0.8147276639938354,0.0,1,0,0,0.19732663495081015,0.515
accel_0_to_0.5,accel,1.7,1797180,0.5,0.33171014816664757,0.8016257286071777,0.0,1,0,0,0.1819126360094448,0.515
accel_0_to_0.5,accel,1.72,1797181,0.5,0.3437988758752171,0.7900463938713074,0.0,1,0,0,0.16828985183335243,0.515
accel_0_to_0.5,accel,1.74,1797182,0.5,0.35457468032872763,0.7797709703445435,0.0,1,0,0,0.15620112412478288,0.515
accel_0_to_0.5,accel,1.76,1797183,0.5,0.36422674663040006,0.7706115245819092,0.0,1,0,0,0.14542531967127237,0.515
accel_0_to_0.5,accel,1.78,1797184,0.5,0.37291686558214604,0.7624072432518005,0.0,1,0,0,0.13577325336959994,0.515
accel_0_to_0.5,accel,1.8,1797185,0.5,0.38078312918208174,0.7550206780433655,0.0,1,0,0,0.12708313441785396,0.515
accel_0_to_0.5,accel,1.82,1797186,0.5,0.3879430539119627,0.7483343482017517,0.0,1,0,0,0.11921687081791826,0.515
accel_0_to_0.5,accel,1.84,1797187,0.5,0.3944965371303821,0.7422484159469604,0.0,1,0,0,0.11205694608803729,0.515
accel_0_to_0.5,accel,1.86,1797188,0.5,0.40052838430956716,0.7366779446601868,0.0,1,0,0,0.10550346286961793,0.515
accel_0_to_0.5,accel,1.8800000000000001,1797189,0.5,0.4061106693758029,0.7315508723258972,0.0,1,0,0,0.09947161569043284,0.515
accel_0_to_0.5,accel,1.9000000000000001,1797190,0.5,0.41130423674786176,0.7268059253692627,0.0,1,0,0,0.09388933062419708,0.515
accel_0_to_0.5,accel,1.92,1797191,0.5,0.4161606325248034,0.7223914265632629,0.0,1,0,0,0.08869576325213824,0.515
accel_0_to_0.5,accel,1.94,1797192,0.5,0.4207233442584564,0.7182634472846985,0.0,1,0,0,0.0838393674751966,0.515
accel_0_to_0.5,accel,1.96,1797193,0.5,0.4250291837847534,0.7143851518630981,0.0,1,0,0,0.07927665574154358,0.515
accel_0_to_0.5,accel,1.98,1797194,0.5,0.42910909784337703,0.7107251882553101,0.0,1,0,0,0.0749708162152466,0.515
accel_0_to_0.5,accel,2.0,1797195,0.5,0.43298921711388577,0.7072572708129883,0.0,1,0,0,0.07089090215662297,0.515
accel_0_to_0.5,accel,2.02,1797196,0.5,0.43669161916280685,0.7039591670036316,0.0,1,0,0,0.06701078288611423,0.515
accel_0_to_0.5,accel,2.04,1797197,0.5,0.4402348052781296,0.7008121013641357,0.0,1,0,0,0.06330838083719315,0.515
accel_0_to_0.5,accel,2.06,1797198,0.5,0.44363446340599716,0.6978003978729248,0.0,1,0,0,0.05976519472187042,0.515
accel_0_to_0.5,accel,2.08,1797199,0.5,0.446903801938004,0.6949107050895691,0.0,1,0,0,0.05636553659400284,0.515
accel_0_to_0.5,accel,2.1,1797200,0.5,0.4500538834986253,0.692131757736206,0.0,1,0,0,0.053096198061996,0.515
accel_0_to_0.5,accel,2.12,1797201,0.5,0.45309419714987564,0.689454197883606,0.0,1,0,0,0.049946116501374704,0.515
accel_0_to_0.5,accel,2.14,1797202,0.5,0.4560327060724272,0.6868699193000793,0.0,1,0,0,0.046905802850124356,0.515
accel_0_to_0.5,accel,2.16,1797203,0.5,0.45887622903774705,0.6843721866607666,0.0,1,0,0,0.043967293927572815,0.515
accel_0_to_0.5,accel,2.18,1797204,0.5,0.461630583460341,0.6819552183151245,0.0,1,0,0,0.04112377096225295,0.515
accel_0_to_0.5,accel,2.2,1797205,0.5,0.46430082381334037,0.6796140074729919,0.0,1,0,0,0.038369416539658974,0.515
accel_0_to_0.5,accel,2.22,1797206,0.5,0.46689105089662003,0.6773443222045898,0.0,1,0,0,0.03569917618665963,0.515
accel_0_to_0.5,accel,2.24,1797207,0.5,0.46940512709120075,0.6751425862312317,0.0,1,0,0,0.03310894910337997,0.515
accel_0_to_0.5,accel,2.2600000000000002,1797208,0.5,0.471846294888495,0.6730056405067444,0.0,1,0,0,0.030594872908799253,0.515
accel_0_to_0.5,accel,2.2800000000000002,1797209,0.5,0.4742174153120934,0.6709306240081787,0.0,1,0,0,0.028153705111505,0.515
accel_0_to_0.5,accel,2.3000000000000003,1797210,0.5,0.4765209679137944,0.6689152121543884,0.0,1,0,0,0.025782584687906618,0.515
accel_0_to_0.5,accel,2.32,1797211,0.5,0.4787593368791735,0.6669571995735168,0.0,1,0,0,0.02347903208620561,0.515
accel_0_to_0.5,accel,2.34,1797212,0.5,0.48093447724071786,0.6650545597076416,0.0,1,0,0,0.02124066312082651,0.515
accel_0_to_0.5,accel,2.36,1797213,0.5,0.48304843939731834,0.6632056832313538,0.0,1,0,0,0.01906552275928214,0.515
accel_0_to_0.5,accel,2.38,1797214,0.5,0.4851028445955256,0.6614088416099548,0.0,1,0,0,0.01695156060268166,0.515
accel_0_to_0.5,accel,2.4,1797215,0.5,0.48709945713239317,0.6596626043319702,0.0,1,0,0,0.014897155404474394,0.515
accel_0_to_0.5,accel,2.42,1797216,0.5,0.48903975520275245,0.6579654812812805,0.0,1,0,0,0.012900542867606835,0.515
accel_0_to_0.5,accel,2.44,1797217,0.5,0.49092512163352275,0.6563162207603455,0.0,1,0,0,0.010960244797247554,0.515
accel_0_to_0.5,accel,2.46,1797218,0.5,0.4927570823040055,0.6547136306762695,0.0,1,0,0,0.009074878366477246,0.515
accel_0_to_0.5,accel,2.48,1797219,0.5,0.49453687699062776,0.6531564593315125,0.0,1,0,0,0.0072429176959945,0.515
accel_0_to_0.5,accel,2.5,1797220,0.5,0.4962659362045576,0.6516436338424683,0.0,1,0,0,0.005463123009372239,0.515
decel_0.7_to_0.5,pre,0.02,1797273,0.7,0.0011700136975659901,1.0,0.0,1,0,0,0.6967859861045367,0.633
decel_0.7_to_0.5,pre,0.04,1797274,0.7,0.0016126875689355924,1.0,0.0,1,0,0,0.698829986302434,0.633
decel_0.7_to_0.5,pre,0.06,1797275,0.7,0.0026651914496266743,1.0,0.0,1,0,0,0.6983873124310643,0.633
decel_0.7_to_0.5,pre,0.08,1797276,0.7,0.0034029422354537758,1.0,0.0,1,0,0,0.6973348085503733,0.633
decel_0.7_to_0.5,pre,0.1,1797277,0.7,0.00383755275269144,1.0,0.0,1,0,0,0.6965970577645462,0.633
decel_0.7_to_0.5,pre,0.12,1797278,0.7,0.004199634880977262,1.0,0.0,1,0,0,0.6961624472473085,0.633
decel_0.7_to_0.5,pre,0.14,1797279,0.7,0.004737093774555258,1.0,0.0,1,0,0,0.6958003651190227,0.633
decel_0.7_to_0.5,pre,0.16,1797280,0.7,0.005227124275206771,1.0,0.0,1,0,0,0.6952629062254447,0.633
decel_0.7_to_0.5,pre,0.18,1797281,0.7,0.005699989388303801,1.0,0.0,1,0,0,0.6947728757247932,0.633
decel_0.7_to_0.5,pre,0.2,1797282,0.7,0.0061879232673974745,1.0,0.0,1,0,0,0.6943000106116961,0.633
decel_0.7_to_0.5,pre,0.22,1797283,0.7,0.006885843134253484,1.0,0.0,1,0,0,0.6938120767326025,0.633
decel_0.7_to_0.5,pre,0.24,1797284,0.7,0.008837584200820746,1.0,0.0,1,0,0,0.6931141568657465,0.633
decel_0.7_to_0.5,pre,0.26,1797285,0.7,0.012099163361687478,1.0,0.0,1,0,0,0.6911624157991793,0.633
decel_0.7_to_0.5,pre,0.28,1797286,0.7,0.02475734101259255,1.0,0.0,1,0,0,0.6879008366383125,0.633
decel_0.7_to_0.5,pre,0.3,1797287,0.7,0.02935572210602465,1.0,0.0,1,0,0,0.6752426589874074,0.633
decel_0.7_to_0.5,pre,0.32,1797288,0.7,0.03862240980443542,1.0,0.0,1,0,0,0.6706442778939753,0.633
decel_0.7_to_0.5,pre,0.34,1797289,0.7,0.04687426917943388,1.0,0.0,1,0,0,0.6613775901955645,0.633
decel_0.7_to_0.5,pre,0.36,1797290,0.7,0.05631317492220748,1.0,0.0,1,0,0,0.653125730820566,0.633
decel_0.7_to_0.5,pre,0.38,1797291,0.7,0.06481468620233499,1.0,0.0,1,0,0,0.6436868250777925,0.633
decel_0.7_to_0.5,pre,0.4,1797292,0.7,0.07132730392928613,1.0,0.0,1,0,0,0.635185313797665,0.633
decel_0.7_to_0.5,pre,0.42,1797293,0.7,0.08042604876155962,1.0,0.0,1,0,0,0.6286726960707139,0.633
decel_0.7_to_0.5,pre,0.44,1797294,0.7,0.08980966378274843,1.0,0.0,1,0,0,0.6195739512384404,0.633
decel_0.7_to_0.5,pre,0.46,1797295,0.7,0.09595948083623465,1.0,0.0,1,0,0,0.6101903362172515,0.633
decel_0.7_to_0.5,pre,0.48,1797296,0.7,0.10420884884228795,1.0,0.0,1,0,0,0.6040405191637653,0.633
decel_0.7_to_0.5,pre,0.5,1797297,0.7,0.10814526629921699,1.0,0.0,1,0,0,0.595791151157712,0.633
decel_0.7_to_0.5,pre,0.52,1797298,0.7,0.11914760582039607,1.0,0.0,1,0,0,0.591854733700783,0.633
decel_0.7_to_0.5,pre,0.54,1797299,0.7,0.13341597877387765,1.0,0.0,1,0,0,0.5808523941796039,0.633
decel_0.7_to_0.5,pre,0.56,1797300,0.7,0.14494374634989676,1.0,0.0,1,0,0,0.5665840212261223,0.633
decel_0.7_to_0.5,pre,0.58,1797301,0.7,0.15238823946370916,1.0,0.0,1,0,0,0.5550562536501031,0.633
decel_0.7_to_0.5,pre,0.6,1797302,0.7,0.16113317352593967,1.0,0.0,1,0,0,0.5476117605362908,0.633
decel_0.7_to_0.5,pre,0.62,1797303,0.7,0.17081371262046616,1.0,0.0,1,0,0,0.5388668264740603,0.633
decel_0.7_to_0.5,pre,0.64,1797304,0.7,0.1813261479231025,1.0,0.0,1,0,0,0.5291862873795338,0.633
decel_0.7_to_0.5,pre,0.66,1797305,0.7,0.19157714757490502,1.0,0.0,1,0,0,0.5186738520768974,0.633
decel_0.7_to_0.5,pre,0.68,1797306,0.7,0.2026865824663536,1.0,0.0,1,0,0,0.5084228524250949,0.633
decel_0.7_to_0.5,pre,0.7000000000000001,1797307,0.7,0.21443371104769762,1.0,0.0,1,0,0,0.49731341753364633,0.633
decel_0.7_to_0.5,pre,0.72,1797308,0.7,0.22591686941669925,1.0,0.0,1,0,0,0.48556628895230236,0.633
decel_0.7_to_0.5,pre,0.74,1797309,0.7,0.2371061343942012,1.0,0.0,1,0,0,0.4740831305833007,0.633
decel_0.7_to_0.5,pre,0.76,1797310,0.7,0.24806859577464496,1.0,0.0,1,0,0,0.46289386560579876,0.633
decel_0.7_to_0.5,pre,0.78,1797311,0.7,0.25889833250294686,1.0,0.0,1,0,0,0.451931404225355,0.633
decel_0.7_to_0.5,pre,0.8,1797312,0.7,0.26971610281635605,1.0,0.0,1,0,0,0.4411016674970531,0.633
decel_0.7_to_0.5,pre,0.8200000000000001,1797313,0.7,0.28021632741298985,1.0,0.0,1,0,0,0.4302838971836439,0.633
decel_0.7_to_0.5,pre,0.84,1797314,0.7,0.2903333199026856,1.0,0.0,1,0,0,0.4197836725870101,0.633
decel_0.7_to_0.5,pre,0.86,1797315,0.7,0.3001362925539868,1.0,0.0,1,0,0,0.40966668009731433,0.633
decel_0.7_to_0.5,pre,0.88,1797316,0.7,0.30969579302908734,1.0,0.0,1,0,0,0.39986370744601313,0.633
decel_0.7_to_0.5,pre,0.9,1797317,0.7,0.31906699110100695,1.0,0.0,1,0,0,0.3903042069709126,0.633
decel_0.7_to_0.5,pre,0.92,1797318,0.7,0.3282923727782729,1.0,0.0,1,0,0,0.380933008898993,0.633
decel_0.7_to_0.5,pre,0.9400000000000001,1797319,0.7,0.3374051257976706,1.0,0.0,1,0,0,0.37170762722172707,0.633
decel_0.7_to_0.5,pre,0.96,1797320,0.7,0.34643169062440976,1.0,0.0,1,0,0,0.36259487420232933,0.633
decel_0.7_to_0.5,pre,0.98,1797321,0.7,0.35539221356675316,1.0,0.0,1,0,0,0.3535683093755902,0.633
decel_0.7_to_0.5,pre,1.0,1797322,0.7,0.36429568295254494,1.0,0.0,1,0,0,0.3446077864332468,0.633
decel_0.7_to_0.5,pre,1.02,1797323,0.7,0.3731461279711629,1.0,0.0,1,0,0,0.335704317047455,0.633
decel_0.7_to_0.5,pre,1.04,1797324,0.7,0.3819471249064763,1.0,0.0,1,0,0,0.32685387202883703,0.633
decel_0.7_to_0.5,pre,1.06,1797325,0.7,0.39070179699764807,1.0,0.0,1,0,0,0.31805287509352365,0.633
decel_0.7_to_0.5,pre,1.08,1797326,0.7,0.39941274300895735,1.0,0.0,1,0,0,0.3092982030023519,0.633
decel_0.7_to_0.5,pre,1.1,1797327,0.7,0.4080821802138699,1.0,0.0,1,0,0,0.3005872569910426,0.633
decel_0.7_to_0.5,pre,1.12,1797328,0.7,0.4167118967524546,1.0,0.0,1,0,0,0.2919178197861301,0.633
decel_0.7_to_0.5,pre,1.1400000000000001,1797329,0.7,0.4253033708700342,1.0,0.0,1,0,0,0.28328810324754533,0.633
decel_0.7_to_0.5,pre,1.16,1797330,0.7,0.43385560117476574,0.9984921216964722,0.0,1,0,0,0.27469662912996573,0.633
decel_0.7_to_0.5,pre,1.18,1797331,0.7,0.4423566667302131,0.9912227392196655,0.0,1,0,0,0.2661443988252342,0.633
decel_0.7_to_0.5,pre,1.2,1797332,0.7,0.45078634963220254,0.9839968085289001,0.0,1,0,0,0.25764333326978683,0.633
decel_0.7_to_0.5,pre,1.22,1797333,0.7,0.45912843737423376,0.9768316149711609,0.0,1,0,0,0.2492136503677974,0.633
decel_0.7_to_0.5,pre,1.24,1797334,0.7,0.467370055374264,0.9697408080101013,0.0,1,0,0,0.2408715626257662,0.633
decel_0.7_to_0.5,pre,1.26,1797335,0.7,0.4755003793922145,0.9627354741096497,0.0,1,0,0,0.23262994462573594,0.633
decel_0.7_to_0.5,pre,1.28,1797336,0.7,0.48351054027226936,0.9558246731758118,0.0,1,0,0,0.22449962060778544,0.633
decel_0.7_to_0.5,pre,1.3,1797337,0.7,0.49139343312437617,0.9490160346031189,0.0,1,0,0,0.2164894597277306,0.633
decel_0.7_to_0.5,pre,1.32,1797338,0.7,0.49914309749141494,0.9423155784606934,0.0,1,0,0,0.2086065668756238,0.633
decel_0.7_to_0.5,pre,1.34,1797339,0.7,0.506784090537358,0.9357283711433411,0.0,1,0,0,0.200856902508585,0.633
decel_0.7_to_0.5,pre,1.36,1797340,0.7,0.5142529450785773,0.9292335510253906,0.0,1,0,0,0.193215909462642,0.633
decel_0.7_to_0.5,pre,1.3800000000000001,1797341,0.7,0.5215520931115826,0.922885000705719,0.0,1,0,0,0.18574705492142263,0.633
decel_0.7_to_0.5,pre,1.4000000000000001,1797342,0.7,0.5285600839730048,0.9166806936264038,0.0,1,0,0,0.17844790688841738,0.633
decel_0.7_to_0.5,pre,1.42,1797343,0.7,0.5343655373850591,0.9107239246368408,0.0,1,0,0,0.17143991602699515,0.633
decel_0.7_to_0.5,pre,1.44,1797344,0.7,0.5351424016956698,0.905789315700531,0.0,1,0,0,0.16563446261494086,0.633
decel_0.7_to_0.5,pre,1.46,1797345,0.7,0.5334769511477538,0.9051289558410645,0.0,1,0,0,0.1648575983043301,0.633
decel_0.7_to_0.5,pre,1.48,1797346,0.7,0.532870701873301,0.90654456615448,0.0,1,0,0,0.1665230488522461,0.633
decel_0.7_to_0.5,pre,1.5,1797347,0.7,0.5328235455016628,0.907059907913208,0.0,1,0,0,0.16712929812669897,0.633
decel_0.7_to_0.5,pre,1.52,1797348,0.7,0.533295474274301,0.9070999622344971,0.0,1,0,0,0.16717645449833718,0.633
decel_0.7_to_0.5,pre,1.54,1797349,0.7,0.5342450980970361,0.9066988229751587,0.0,1,0,0,0.16670452572569894,0.633
decel_0.7_to_0.5,pre,1.56,1797350,0.7,0.5356416607252038,0.9058916568756104,0.0,1,0,0,0.16575490190296382,0.633
decel_0.7_to_0.5,pre,1.58,1797351,0.7,0.5374594129881267,0.9047045707702637,0.0,1,0,0,0.16435833927479615,0.633
decel_0.7_to_0.5,pre,1.6,1797352,0.7,0.5396729873442357,0.903159499168396,0.0,1,0,0,0.16254058701187324,0.633
decel_0.7_to_0.5,pre,1.62,1797353,0.7,0.5422580652668636,0.9012779593467712,0.0,1,0,0,0.1603270126557642,0.633
decel_0.7_to_0.5,pre,1.6400000000000001,1797354,0.7,0.5451891361428004,0.8990806341171265,0.0,1,0,0,0.15774193473313636,0.633
decel_0.7_to_0.5,pre,1.6600000000000001,1797355,0.7,0.548440880117599,0.8965892195701599,0.0,1,0,0,0.15481086385719955,0.633
decel_0.7_to_0.5,pre,1.68,1797356,0.7,0.5519868328858369,0.8938252329826355,0.0,1,0,0,0.151559119882401,0.633
